record_id,subject_id,start_index,target_index,target_time
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,246,248,2490.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,247,249,2500.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,248,250,2510.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,249,251,2520.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,250,252,2530.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,251,253,2540.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,252,254,2550.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,253,255,2560.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,254,256,2570.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,255,257,2580.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,256,258,2590.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,257,259,2600.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,258,260,2610.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,259,261,2620.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,260,262,2630.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,261,263,2640.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,262,264,2650.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,263,265,2660.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,264,266,2670.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,265,267,2680.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,266,268,2690.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,267,269,2700.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,268,270,2710.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,269,271,2720.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,270,272,2730.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,271,273,2740.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,272,274,2750.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,273,275,2760.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,274,276,2770.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,275,277,2780.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,276,278,2790.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,277,279,2800.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,278,280,2810.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,279,281,2820.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,280,282,2830.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,281,283,2840.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,282,284,2850.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,283,285,2860.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,284,286,2870.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,285,287,2880.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,286,288,2890.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,287,289,2900.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,288,290,2910.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,289,291,2920.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,290,292,2930.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,291,293,2940.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,292,294,2950.0
gpn_data__50c02189__day2____2023.12.06T15.28.05p03.00,50c02189,293,295,2960.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,0,2,30.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,1,3,40.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,2,4,50.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,3,5,60.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,4,6,70.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,5,7,80.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,6,8,90.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,7,9,100.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,8,10,110.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,9,11,120.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,10,12,130.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,11,13,140.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,12,14,150.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,13,15,160.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,14,16,170.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,15,17,180.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,16,18,190.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,17,19,200.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,18,20,210.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,19,21,220.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,20,22,230.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,21,23,240.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,22,24,250.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,23,25,260.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,24,26,270.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,25,27,280.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,26,28,290.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,27,29,300.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,28,30,310.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,29,31,320.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,30,32,330.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,31,33,340.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,32,34,350.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,33,35,360.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,34,36,370.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,35,37,380.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,36,38,390.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,37,39,400.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,38,40,410.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,39,41,420.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,40,42,430.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,41,43,440.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,42,44,450.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,43,45,460.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,44,46,470.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,45,47,480.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,46,48,490.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,47,49,500.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,48,50,510.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,49,51,520.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,50,52,530.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,51,53,540.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,52,54,550.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,53,55,560.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,54,56,570.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,55,57,580.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,56,58,590.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,57,59,600.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,58,60,610.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,59,61,620.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,60,62,630.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,61,63,640.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,62,64,650.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,63,65,660.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,64,66,670.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,65,67,680.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,66,68,690.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,67,69,700.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,68,70,710.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,69,71,720.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,70,72,730.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,71,73,740.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,72,74,750.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,73,75,760.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,74,76,770.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,75,77,780.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,76,78,800.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,77,79,810.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,78,80,820.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,79,81,830.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,80,82,840.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,81,83,850.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,82,84,860.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,83,85,870.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,84,86,880.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,85,87,890.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,86,88,900.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,87,89,910.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,88,90,920.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,89,91,930.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,90,92,940.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,91,93,950.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,92,94,960.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,93,95,970.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,94,96,980.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,95,97,990.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,96,98,1000.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,97,99,1010.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,98,100,1020.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,99,101,1030.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,100,102,1040.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,101,103,1050.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,102,104,1060.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,103,105,1070.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,104,106,1080.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,105,107,1090.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,106,108,1100.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,107,109,1110.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,108,110,1120.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,109,111,1130.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,110,112,1140.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,111,113,1150.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,112,114,1160.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,113,115,1170.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,114,116,1180.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,115,117,1190.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,116,118,1200.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,117,119,1210.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,118,120,1220.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,119,121,1230.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,120,122,1240.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,121,123,1250.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,122,124,1260.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,123,125,1270.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,124,126,1280.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,125,127,1290.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,126,128,1300.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,127,129,1310.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,128,130,1320.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,129,131,1330.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,130,132,1340.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,131,133,1350.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,132,134,1360.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,133,135,1370.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,134,136,1380.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,135,137,1390.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,136,138,1400.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,137,139,1410.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,138,140,1420.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,139,141,1430.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,140,142,1440.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,141,143,1450.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,142,144,1460.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,143,145,1470.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,144,146,1480.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,145,147,1490.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,146,148,1500.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,147,149,1510.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,148,150,1520.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,149,151,1530.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,150,152,1540.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,151,153,1550.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,152,154,1560.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,153,155,1570.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,154,156,1580.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,155,157,1590.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,156,158,1600.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,157,159,1610.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,158,160,1620.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,159,161,1630.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,160,162,1640.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,161,163,1650.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,162,164,1660.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,163,165,1670.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,164,166,1680.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,165,167,1690.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,166,168,1700.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,167,169,1710.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,168,170,1720.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,169,171,1730.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,170,172,1740.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,171,173,1750.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,172,174,1760.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,173,175,1770.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,174,176,1780.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,175,177,1790.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,176,178,1800.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,177,179,1810.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,178,180,1820.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,179,181,1830.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,180,182,1840.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,181,183,1850.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,182,184,1860.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,183,185,1870.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,184,186,1880.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,185,187,1890.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,186,188,1900.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,187,189,1910.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,188,190,1920.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,189,191,1930.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,190,192,1940.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,191,193,1950.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,192,194,1960.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,193,195,1970.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,194,196,1980.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,195,197,1990.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,196,198,2000.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,197,199,2010.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,198,200,2020.0
gpn_data__517001af__day1____2023.11.27T13.40.34p03.00,517001af,199,201,2030.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,0,2,30.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,1,3,40.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,2,4,50.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,3,5,60.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,4,6,70.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,5,7,80.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,6,8,90.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,7,9,100.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,8,10,110.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,9,11,120.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,10,12,130.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,11,13,140.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,12,14,150.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,13,15,160.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,14,16,170.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,15,17,190.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,16,18,200.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,17,19,210.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,18,20,220.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,19,21,230.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,20,22,240.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,21,23,250.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,22,24,260.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,23,25,270.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,24,26,280.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,25,27,290.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,26,28,300.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,27,29,310.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,28,30,320.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,29,31,330.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,30,32,340.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,31,33,350.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,32,34,360.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,33,35,370.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,34,36,380.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,35,37,390.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,36,38,400.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,37,39,410.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,38,40,420.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,39,41,430.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,40,42,440.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,41,43,450.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,42,44,460.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,43,45,470.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,44,46,480.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,45,47,490.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,46,48,500.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,47,49,510.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,48,50,520.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,49,51,530.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,50,52,540.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,51,53,550.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,52,54,560.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,53,55,570.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,54,56,580.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,55,57,590.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,56,58,600.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,57,59,610.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,58,60,620.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,59,61,630.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,60,62,640.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,61,63,650.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,62,64,660.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,63,65,670.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,64,66,680.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,65,67,690.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,66,68,700.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,67,69,710.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,68,70,720.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,69,71,730.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,70,72,740.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,71,73,750.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,72,74,760.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,73,75,770.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,74,76,780.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,75,77,790.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,76,78,800.0
gpn_data__517001af__day2____2023.12.09T14.46.37p03.00,517001af,77,79,810.0
